Código Imóvel;Logradouro;CEP;Bairro;Loteamento;Nº Imóvel;Lote;Quadra
297;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;1;I
298;RUA CEREJEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;1;S
299;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;00S/N;P/02B;S
300;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;3;S
301;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;4;S
302;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;5;S
303;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;6;S
304;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;189;07-A;S
305;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;203;8;S
306;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;9;S
307;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;352;10;S
308;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;11;S
309;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;287;12;S
310;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;00S/N;13C;S
311;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;6;M
312;RUA DA PAINEIRA;-;BARRINHA;VALE VERDE;S/N;5;M
313;RUA DA PAINEIRA;-;BARRINHA;VALE VERDE;S/N;4;M
314;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;3;M
315;RUA DA PAINEIRA;-;BARRINHA;VALE VERDE;S/N;P/02A;M
316;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;1C;M
317;RUA CHAPEU DE SOL;13315-000;BARRINHA;VALE VERDE;00S/N;P/02-1;M
318;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;2;R
319;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;294;P/03A;R
320;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;4;R
321;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;5;R
322;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;6;R
323;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;7;R
324;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;8;R
325;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;9;R
326;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;10;R
327;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;11;R
328;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;12;R
329;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;13;R
330;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;14;R
331;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;15;R
332;RUA JACARANDA;00000-000;BARRINHA;VALE VERDE;00S/N;16;R
333;RUA JACARANDA;13315-000;BARRINHA;VALE VERDE;178;1;R
334;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;1;P
335;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;2;P
336;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;3;P
337;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;04-A;P
338;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;5;P
339;RUA DO PINHEIRO;13315-000;BARRINHA;VALE VERDE;00S/N;3;Q
340;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;4;Q
341;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;5;Q
342;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;SIST. DE LAZER;Q
343;RUA CAMBARA;13315-000;BARRINHA;VALE VERDE;00S/N;P/06A;Q
344;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;7;Q
345;RUA DA PAINEIRA;13315-000;BARRINHA;VALE VERDE;1027;8;Q
346;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;9;Q
347;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;10;Q
348;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;11;Q
349;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;855;12;Q
350;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;13;Q
351;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;14;Q
352;RUA CHAPEU DE SOL;00000-000;BARRINHA;VALE VERDE;00S/N;15;Q
353;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;SIST. DE LAZER;Q
354;RUA DO PINHEIRO;-;BARRINHA;VALE VERDE;S/N;16;Q
355;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;17;Q
356;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;18;Q
357;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;1;Q
358;RUA DO PINHEIRO;00000-000;BARRINHA;VALE VERDE;00S/N;2;Q
359;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;19-B;J
360;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;20;J
361;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;21;J
362;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;22;J
363;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;23;J
364;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;24;J
365;RUA AMOREIRA;00000-000;BARRINHA;VALE VERDE;00S/N;25;J
366;RUA AMOREIRA;00000-000;BARRINHA;VALE VERDE;00S/N;26;J
367;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;27;J
368;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;28;J
369;RUA DAS PALMEIRAS;13315-000;BARRINHA;VALE VERDE;00S/N;29;J
370;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;30;J
371;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;31;J
372;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;32;J
373;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;33;J
374;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;34;J
375;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;1;J
376;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;2;J
377;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;3;J
378;RUA PRIMAVERA;13315-000;BARRINHA;VALE VERDE;199;4;J
379;RUA AMOREIRA;00000-000;BARRINHA;VALE VERDE;00S/N;5;J
380;RUA AMOREIRA;00000-000;BARRINHA;VALE VERDE;00S/N;6;J
381;RUA AMOREIRA;00000-000;BARRINHA;VALE VERDE;00S/N;7;J
382;RUA AMOREIRA;00000-000;BARRINHA;VALE VERDE;83;8;J
383;RUA AMOREIRA;13315-000;BARRINHA;VALE VERDE;00S/N;P/09-B;J
384;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;10;J
385;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;11;J
386;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;12;J
387;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;13;J
388;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;14;J
389;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;15;J
390;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;150;16 E 17;J
391;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;18;J
392;RUA PRIMAVERA;13315-000;BARRINHA;VALE VERDE;42;39;B
393;RUA PRIMAVERA;13315-000;BARRINHA;VALE VERDE;00S/N;38;B
394;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;A-37;B
395;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;36;B
396;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;35;B
397;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;34;B
398;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;33;B
399;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;32;B
400;RUA PRIMAVERA;-;BARRINHA;VALE VERDE;S/N;31;B
401;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;30;B
402;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;29;B
403;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;28;B
404;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;27;B
405;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;26;B
406;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;25;B
407;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;24;B
408;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;SIST. LAZER 01;B
409;RUA IMBUIA;13315-000;BARRINHA;VALE VERDE;00S/N;23;B
410;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;22;B
411;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;21;B
412;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;20;B
413;RUA DOS COQUEIROS;00000-000;BARRINHA;VALE VERDE;00S/N;19;B
414;RUA DOS COQUEIROS;00000-000;BARRINHA;VALE VERDE;00S/N;18;B
415;RUA DOS COQUEIROS;00000-000;BARRINHA;VALE VERDE;00S/N;17;B
416;RUA DOS COQUEIROS;00000-000;BARRINHA;VALE VERDE;00S/N;16;B
417;RUA DOS COQUEIROS;00000-000;BARRINHA;VALE VERDE;00S/N;15;B
418;RUA DOS COQUEIROS;13315-000;BARRINHA;VALE VERDE;483;14;B
419;RUA DOS COQUEIROS;00000-000;BARRINHA;VALE VERDE;00S/N;13;B
420;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;12;B
421;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;11;B
422;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;10;B
423;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;9;B
424;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;8;B
425;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;129;7;B
426;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;129;6;B
427;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;95;5;B
428;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;4;B
429;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;3;B
430;RUA DO CARVALHO;00000-000;BARRINHA;VALE VERDE;00S/N;1;B
431;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;266;2;B
432;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;52;B
433;AVENIDA VALE VERDE;-;BARRINHA;VALE VERDE;S/N;51B;B
434;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;PARTE LOTE 50;B
435;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;308;49;B
436;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;48;B
437;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;47;B
438;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;46;B
439;AVENIDA VALE VERDE;13315-000;BARRINHA;VALE VERDE;512;45-B;B
440;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;44-B;B
441;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;560;43;B
442;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;42;B
443;AVENIDA VALE VERDE;00000-000;BARRINHA;VALE VERDE;00S/N;41;B
444;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;40;B
445;RUA DA PAINEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;18;K
446;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;19;K
447;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;20;K
448;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;21A;K
449;RUA FLAMBOIA;13315-000;BARRINHA;VALE VERDE;00S/N;22;K
450;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;23;K
451;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;24;K
452;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;25B;K
453;RUA FLAMBOIA;13315-000;BARRINHA;VALE VERDE;125;P/26B;K
454;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;27;K
455;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;28;K
456;RUA FLAMBOIA;13315-000;BARRINHA;VALE VERDE;63;P/29;K
457;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;30-B;K
458;RUA PRIMAVERA;13315-000;BARRINHA;VALE VERDE;509;31-B;K
459;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;32;K
460;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;33;K
461;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;34;K
462;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;35-B;K
463;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;1;K
464;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;2;K
465;RUA DAS PALMEIRAS;13315-000;BARRINHA;VALE VERDE;00S/N;4;K
466;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;5;K
467;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;6;K
468;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;7;K
469;RUA DAS PALMEIRAS;13315-000;BARRINHA;VALE VERDE;00S/N;8;K
470;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;9;K
471;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;10;K
472;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;97;11K2;K
473;RUA DAS PALMEIRAS;-;BARRINHA;VALE VERDE;S/N;12;K
474;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;00S/N;13;K
475;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;39;14;K
476;RUA DAS PALMEIRAS;00000-000;BARRINHA;VALE VERDE;21;15;K
477;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;16;K
478;RUA DA PAINEIRA;13315-000;BARRINHA;VALE VERDE;430;17;K
480;RUA DA PAINEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;4;L
481;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;5;L
482;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;6;L
483;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;7;L
484;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;8;L
485;RUA MOGNO;-;BARRINHA;VALE VERDE;S/N;9;L
486;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;10-A;L
487;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;11;L
488;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;12;L
489;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;13;L
490;RUA FLAMBOIA;13315-000;BARRINHA;VALE VERDE;134;14-B2;L
491;RUA FLAMBOIA;13315-000;BARRINHA;VALE VERDE;172;P/15;L
492;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;16;L
493;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;17;L
494;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;1;L
495;RUA FLAMBOIA;00000-000;BARRINHA;VALE VERDE;00S/N;43892;L
496;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;1;X
497;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;2;X
498;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;482;3;X
499;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;4;X
500;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;5;X
501;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;6;X
502;RUA JEQUITIBA;13315-000;BARRINHA;VALE VERDE;00S/N;06-A;T
503;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;5;T
504;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;7;T
505;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;8;T
506;RUA JEQUITIBA;13315-000;BARRINHA;VALE VERDE;00S/N;9;T
507;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;10;T
508;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;11;T
509;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;12;T
510;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;13;T
511;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;14;T
512;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;1;T
513;RUA CAMBARA;00000-000;BARRINHA;VALE VERDE;00S/N;2;T
514;RUA CAMBARA;00000-000;BARRINHA;VALE VERDE;00S/N;3;T
515;RUA CAMBARA;00000-000;BARRINHA;VALE VERDE;00S/N;4;T
516;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;1;W
517;RUA PRIMAVERA;13315-000;BARRINHA;VALE VERDE;00S/N;02-A;W
518;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;3;W
519;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;4;W
520;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;108;05-A;W
521;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;148;6;W
522;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;170;7;W
523;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;8;W
524;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;6;U
525;RUA QUARESMEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;07-B;U
526;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;81;08-A;U
527;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;9;U
528;RUA QUARESMEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;10;U
529;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;11;U
530;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;12;U
531;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;1;U
532;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;2;U
533;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;3;U
534;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;4;U
535;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;5;U
536;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;6;N
537;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;7;N
538;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;8;N
539;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;10;N
540;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;11;N
541;RUA PRIMAVERA;-;BARRINHA;VALE VERDE;S/N;12C;N
542;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;13A;N
543;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;1;N
544;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;2;N
545;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;3;N
546;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;645;9;N
547;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;4;N
548;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;5;N
549;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;02-A;O
550;RUA DA PAINEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;3A;O
551;RUA DA PAINEIRA;-;BARRINHA;VALE VERDE;S/N;4;O
552;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;5;O
553;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;6;O
554;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;778;7;O
555;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;798;8;O
556;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;820;9;O
557;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;712;10;O
558;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;11;O
559;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;12;O
560;RUA DA PAINEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;13;O
561;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;14;O
562;RUA DA PAINEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;15;O
563;RUA JEQUITIBA;00000-000;BARRINHA;VALE VERDE;00S/N;16-D;O
564;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;17;O
565;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;18;O
566;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;19;O
567;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;20;O
568;RUA SERINGUEIRA;13315-000;BARRINHA;VALE VERDE;229;21-B;O
569;RUA SERINGUEIRA;13315-000;BARRINHA;VALE VERDE;00S/N;P/22;O
570;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;23;O
571;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;24;O
572;RUA SERINGUEIRA;13315-000;BARRINHA;VALE VERDE;153;25-B;O
573;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;26;O
574;RUA SERINGUEIRA;-;BARRINHA;VALE VERDE;S/N;27;O
575;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;28;O
576;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;P29;O
577;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;192;30;O
578;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;31;O
579;RUA SERINGUEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;P/32;O
580;RUA MOGNO;13315-000;BARRINHA;VALE VERDE;166;33;O
581;RUA MOGNO;13315-000;BARRINHA;VALE VERDE;00S/N;34;O
582;RUA MOGNO;00000-000;BARRINHA;VALE VERDE;00S/N;01 D;O
583;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;18;G
584;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;19;G
585;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;SIST. LAZER N 03;G
586;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;26;G
587;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;27;G
588;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;28;G
589;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;29;G
590;RUA PEROBA;00000-000;BARRINHA;VALE VERDE;00S/N;30;G
591;RUA PEROBA;13315-000;BARRINHA;VALE VERDE;00S/N;31;G
592;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;32;G
593;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;33;G
594;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;34;G
595;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;35;G
596;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;36;G
597;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;37;G
598;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;38;G
599;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;39;G
600;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;P/40;G
601;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;123;41;G
602;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;42;G
603;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;43;G
604;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;44;G
605;RUA PIQUI;00000-000;BARRINHA;VALE VERDE;00S/N;45;G
606;RUA AROEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;46;G
607;RUA AROEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;47;G
608;RUA AROEIRA;00000-000;BARRINHA;VALE VERDE;288;48;G
609;RUA AROEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;25;G
610;RUA AROEIRA;00000-000;BARRINHA;VALE VERDE;00S/N;24;G
611;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;23;G
612;RUA IMBUIA;13315-000;BARRINHA;VALE VERDE;66;22-A;G
613;RUA IMBUIA;13315-000;BARRINHA;VALE VERDE;00S/N;21;G
614;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;20;G
615;RUA IMBUIA;00000-000;BARRINHA;VALE VERDE;00S/N;1;G
616;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;2;G
617;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;3;G
618;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;4;G
619;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;5;G
620;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;6;G
621;RUA PRIMAVERA;00000-000;BARRINHA;VALE VERDE;00S/N;7;G
